브랜드,제목,채널명,업로드일,조회수,좋아요수,댓글수,영상URL
센트룸,"🌟 믿고 선택하는 센트룸, 기본 영양 관리에 딱 추천해요! 🌟",가젯천국,2026-05-29,3,1,1,https://www.youtube.com/watch?v=jgwBUGj2b5A
센트룸,영양제 여러개 먹기 번거롭다면? 한 알로 끝내는 종합비타민 1순위?,약사가 들려주는 약 이야기,2026-05-27,155091,2600,100,https://www.youtube.com/watch?v=cdpYcgNV2sU
센트룸,센트룸 캐나다 50세 이상 여성 종합 비타민 미네랄 8개월분,G9,2026-05-25,1,0,0,https://www.youtube.com/watch?v=ntDPTOJ9CS0
센트룸,여성 활력 충전! 센트룸 우먼 더블업 3개 묶음으로 챙기세요!,핫딜감별사,2026-05-24,2,0,1,https://www.youtube.com/watch?v=KKrmAgVbSEk
센트룸,건강관리로 많이 찾는 센트룸우먼 TOP5,최저가백화점,2026-05-23,8,0,1,https://www.youtube.com/watch?v=IVU-G4CZrbk
센트룸,40대·50대가 관심 갖는 센트룸우먼 베스트5,쇼핑토리,2026-05-23,3,0,1,https://www.youtube.com/watch?v=sco0qzdzf9c
센트룸,"센트룸, 파우더 제형 멀티비타민 신제품 출시 #IT뉴스 #shorts",60Sec Tech,2026-05-22,134,0,0,https://www.youtube.com/watch?v=1H2nKPQXN9U
센트룸,40대·50대가 관심 갖는 센트룸실버우먼 베스트5,추천365,2026-05-20,1,0,1,https://www.youtube.com/watch?v=M1FzMiIJbCI
고려은단,"&quot;아침마다 피곤한 이유, 이것 때문이었습니다 (ft. 고려은단 비타민C)&quot;",건강한 초이스,2026-08-28,140,0,1,https://www.youtube.com/watch?v=1eY2YfCxXpM
고려은단,"고려은단비타민디 추천, 불티나게팔리는 가성비 알리 익스프레스 TOP5",유리의성,2026-08-27,1,0,1,https://www.youtube.com/watch?v=1TNlwt-4DY0
고려은단,고함량 비타민C 찾고 있다면 이거 먼저 보세요 #shorts,꿀슥,2026-08-26,255,1,1,https://www.youtube.com/watch?v=rKTbPDhgzP4
고려은단,"고려은단12g 추천, 돈낭비 그만하세요 가성비 TOP5",쇼투더쿠핑한입,2026-08-26,0,0,1,https://www.youtube.com/watch?v=FNKWWVZGud4
고려은단,고려은단 루테인 지아잔틴 아스타잔틴 60정 3개,꿀팁창고,2026-08-26,62,0,0,https://www.youtube.com/watch?v=cNROH2J_PPw
고려은단,고려은단 비타민C 1000 이지 비타민D 180정 108g,꿀팁창고,2026-08-25,110,1,0,https://www.youtube.com/watch?v=fWhRT4OmKM0
고려은단,이게 진짜 찐이다.고려은단 비타민C,동탁의집,2026-08-24,984,13,3,https://www.youtube.com/watch?v=UAbC5ZMiopw
고려은단,비타민C 여러 개 사 먹어보고 알게 된 사실 #비타민C 메가도스 #메가도스 #피로회복,건강의 이유,2026-08-24,1759,10,12,https://www.youtube.com/watch?v=stOzc_6qA5g
고려은단,(광고포함) 하루 한 알로 남성 맞춤 영양 완성! 고려은단 멀티비타민 올인원 맨#고려은단 #멀티비타민 #올인원맨 #남성비타민 #종합비타민 #영양제추천 #건강관리 #건강기능식품,오!템뷰채널,2026-08-21,183,1,0,https://www.youtube.com/watch?v=qr7BzEfP_dY
고려은단,헬스헬퍼 맥스컷 프로 크롬 추성훈 다이어트/유재석 고려은단 메가도스C/유재석 고려은단 식물성 퓨어 알티지 오메가3/보령 위엔포스 G 제로슈가 액상 스틱,쇼핑몽땅,2026-08-18,4597,2,0,https://www.youtube.com/watch?v=4L-PSv8-_uI
고려은단,이왕재 박사가 추천하는 고려은단 비타민C 메가도스 3000mg! 하루 올바른 복용법 완벽 정리,맛쟁이 토마토,2026-08-17,27,0,1,https://www.youtube.com/watch?v=Fxu7Hx5o228
고려은단,고려은단 비타민C 1000,즐거운쇼핑생활,2026-08-17,168,0,0,https://www.youtube.com/watch?v=bTbJ9XdmUlU
고려은단,고려은단 비타민c 음료 Vitamin C drinks,최꿀꺽,2026-08-14,2832,9,0,https://www.youtube.com/watch?v=18jOCI_GEtM
고려은단,비밀을 지켜주는 고려은단 비타민C. (전남친템 보관함) #대청소 #청소 #adhd #고려은단 #비타민c #비타민씨,김민교집합,2026-08-10,4537,22,2,https://www.youtube.com/watch?v=h-O0lJ-JqQU
고려은단,"고려은단 비타민C, 왜 54일째 인기일까?",우리아기건강,2026-08-09,197,0,1,https://www.youtube.com/watch?v=JEwghCCeC30
고려은단,30원 더 비싼 고려은단을 사는 이유,건강의 이유,2026-08-04,2407,3,0,https://www.youtube.com/watch?v=uRCWHWfiQbs
고려은단,"고려은단 비타민C 1000 + 쇼핑백, 180정, 2개",N12,2026-08-03,4,0,2,https://www.youtube.com/watch?v=JHWsShmnagM
고려은단,"고려은단 비타민C 1000 + 쇼핑백, 180정, 1개",N12,2026-08-01,3,0,2,https://www.youtube.com/watch?v=U3CaefrI6oA
고려은단,[유료광고] 고려은단 코엔자임Q10 90정 #고려은단 #코엔자임Q10 #건강기능식품 #항산화 #건강루틴,Kairos Life,2026-07-30,107,0,1,https://www.youtube.com/watch?v=dzDW_W0EevA
고려은단,활력 넘치는 고려은단 비타민 C 1000 https://link.coupang.com/a/fKYm3n1wAu,  임미형#힐링라이프마켓,2026-07-28,104,1,0,https://www.youtube.com/watch?v=88lk930XLxY
고려은단,부담 없이 챙기는 고려은단비타민c TOP5,최저가백화점,2026-07-25,1,0,1,https://www.youtube.com/watch?v=XNJCZEl5r5Q
고려은단,"고려은단, 왜 38일째 1위일까?",여성패션템,2026-07-25,235,0,1,https://www.youtube.com/watch?v=hdWBoD6VPaI
고려은단,"고려은단 1000, 지금 살까?",건강아이템,2026-07-23,172,0,1,https://www.youtube.com/watch?v=bKvKWy-lYBI
고려은단,고려은단 허니앤 유자 비타민C 140ml 40개,Select Review,2026-07-19,218,1,0,https://www.youtube.com/watch?v=NyVg2ahiauU
고려은단,관절 건강의 비밀! 고려은단 콘드로이친 30포로 삶의 질 업그레이드,Select Review,2026-07-12,103,0,0,https://www.youtube.com/watch?v=kweLJAfjJG4
고려은단,[건강] 건강을 위한 나를 위한 투자 : 비타민C I 고려은단 메가도스 I 그가왔도다 #지식 #이슈 #동기부여,그가왔도다,2026-07-16,459,4,0,https://www.youtube.com/watch?v=um-IBiaeXZ8
고려은단,고려은단 루테인 지아잔틴 아스타잔틴 추천! 눈 건강 관리 건강기능식품 선택 가이드,아저씨 부업ㅎㅎ,2026-07-16,87,1,1,https://www.youtube.com/watch?v=6HF-CFSCHxM
고려은단,고려은단 관절 올케어 콘드로이친 1200mg 30포 107.25g,꿀팁창고,2026-07-13,535,7,0,https://www.youtube.com/watch?v=-ggaubSChEg
고려은단,고려은단 관절 올케어 콘드로이친 1200mg 30포 107.25g,Select Review,2026-07-12,179,3,0,https://www.youtube.com/watch?v=ABrpW1zx6aE
고려은단,솔직히 나만 그런 거 아니잖아?! | 고려은단 비타민C 1000 이지+ 비타민D 108g 자취템 이거 실화? 🤯 #shorts,골드박스 라인업,2026-07-11,86,0,0,https://www.youtube.com/watch?v=f4es2XPMSJg
고려은단,"고려은단, 이 가격 실화인가요",건강아이템,2026-07-11,69,0,1,https://www.youtube.com/watch?v=gAIRMa5pYzg
고려은단,"고려은단, 지금 안 사면 손해",우리아기건강지키기,2026-07-10,194,0,1,https://www.youtube.com/watch?v=t5XGvAqKG80
고려은단,고려은단 이지 비타민 #6년째복용 #내돈내산,미술종이,2026-07-09,1791,20,47,https://www.youtube.com/watch?v=eHoGGPw42AY
고려은단,"고려은단 비타민C, 지금 왜 대란일까",우리아기건강지키기,2026-07-09,331,0,1,https://www.youtube.com/watch?v=4Y_FS8QuHdo
고려은단,"고려은단 비타민, 24일째 인기 1위인 이유?",건강아이템,2026-07-08,120,0,1,https://www.youtube.com/watch?v=F5VteZ4HMWA
고려은단,"고려은단, 이 가격 실화?",생활건강24,2026-07-08,189,0,1,https://www.youtube.com/watch?v=mxF6lT_lWOI
고려은단,"고려은단 비타민, 왜 다들 이것만 찾을까?",건강아이템,2026-07-07,173,0,1,https://www.youtube.com/watch?v=2wuFXUIryrM
고려은단,"16일째 1위, 고려은단 비타민",건강아이템,2026-07-06,226,0,1,https://www.youtube.com/watch?v=F2Pb5fq0QNI
고려은단,"고려은단 비타민C, 이 가격 실화인가요",생활건강24,2026-07-06,257,0,1,https://www.youtube.com/watch?v=rnjicXyiSnE
고려은단,"고려은단 비타민, 왜 다들 이것만 살까?",건강아이템,2026-07-04,3429,3,1,https://www.youtube.com/watch?v=__cD9Ox3jMU
고려은단,왜 다들 이것만 살까? 고려은단 비타민C,생활건강24,2026-07-04,3135,2,1,https://www.youtube.com/watch?v=6ZQBM_I2oSQ
고려은단,"고려은단 비타민C, 이 가격 실화인가요",패션잡화등,2026-07-04,385,0,0,https://www.youtube.com/watch?v=n51ygKeMONk
고려은단,지금 안 사면 후회하는 고려은단 비타민,헬스건강템,2026-06-30,239,1,1,https://www.youtube.com/watch?v=-4LDIzsHddE
고려은단,"고려은단 비타민C 1000 + 쇼핑백, 180정, 2개",C6,2026-06-30,49,0,2,https://www.youtube.com/watch?v=cELMf5eKIxQ
고려은단,고려은단 코엔자임Q10 90정 1개,Select Review,2026-06-26,83,1,0,https://www.youtube.com/watch?v=jQgKX4cHLi8
고려은단,고려은단비타민 추천! 2026년 무조건 이거다! 절대 실패없는 가성비 인기제품TOP10✅,엄선해쏘,2026-06-26,1,0,1,https://www.youtube.com/watch?v=Ae45fb56Kuw
고려은단,"고려은단 비타민C 1000 + 쇼핑백, 180정, 4개",C6,2026-06-26,9,0,0,https://www.youtube.com/watch?v=YWwv0nJiXsA
고려은단,"고려은단 비타민C 1000 + 쇼핑백, 180정, 1개",C6,2026-06-26,66,0,2,https://www.youtube.com/watch?v=yHahh43YfLQ
고려은단,[koreaeundan_official] 2026_고려은단 관절올케어 콘드로이친ㆍMSMㆍNAG,고려은단,2026-06-24,9257096,132,0,https://www.youtube.com/watch?v=Z3SBdiibF_o
고려은단,"[광고] 11년 연속 1등 비타민C, 고려은단 비타민C 1000｜이 포스팅은 쿠팡 파트너스 활동의 일환으로 이에 따른 일정액의 수수료를 제공받습니다.",시니어 맞춤 정보,2026-06-24,10,1,0,https://www.youtube.com/watch?v=2dESaWfCPuU
